para_id,content,category,publish_date_ap
art_3226621_para_18,"OptumServe Health Services, La Crosse, Wisconsin, will be awarded a $93,237,054 modification to their current indefinite delivery bridge contract HT0011-19-D-0002. This award, titled ""Reserve Health Readiness Program,"" provides health readiness support services to the military service components to meet medical and dental standards essential in maintaining a deployable force. This extension to the current bridge contract will permit time to complete evaluations and award of a competitive follow-on to this requirement. Services include immunizations, physical examinations, periodic health assessments, post-deployment health reassessments, mental health assessments, dental examinations, dental treatment, laboratory services, and other services as required to satisfy military service component health readiness needs. Services are delivered at military service component designated sites during group events, through the contractor's call center, and within an integrated network. The work will be performed in every U.S. state, U.S. territory, Washington, D.C., and Germany, with a period of performance of Dec. 1, 2022, to May 31, 2023. Fiscal 2023 operations and maintenance funds will be obligated on task orders issued under this award. This contract was awarded on an other than full and open competition basis; pursuant to the authority of 10 U.S. Code 3204 (a)(1). The Defense Health Agency, Professional Services Contracting Division, Falls Church, Virginia, is the contracting activity. (Awarded Nov. 21, 2022)",DEFENSE HEALTH AGENCY,"Nov. 22, 2022"
art_3226621_para_19,"Amentum Services Inc., Germantown, Maryland, has been awarded a $15,940,346 modification (P00022) to previously awarded contract FA2860-19-C-0005 for rotary wing maintenance. This contract provides helicopter maintenance of the aircraft assigned to the 316th Wing at Joint Base Andrews-Naval Air Facility Washington. The modification brings the total cumulative face value of the contract to $71,484,294 from $55,543,948. Work will be performed at Joint Base Andrews-Naval Air Facility Washington and is expected to be completed by Dec. 31, 2023. Fiscal year 2023 operations and maintenance funds in the amount of $15,940,346 are being obligated at time of award. The 316th Contracting Squadron, Joint Base Andrews, Maryland, is the contracting activity.

*Small business",AIR FORCE,"Nov. 22, 2022"
art_3225002_para_1,"Alltech Engineering Corporation,* Saint Paul, Minnesota (W911WN-23-D-0001); G&G Steel Inc.,* Russellville, Alabama (W911WN-23-D-0002); Hohl Industrial Services Inc.,* Tonawanda, New York (W911WN-23-D-0003); J. F. Brennan Company Inc.,* La Crosse, Wisconsin (W911WN-23-D-0004); Marine Diving Solutions LLC,* Centennial, Colorado (W911WN-23-D-0005); Precision Build Solutions LLC,* Gibsonton, Florida (W911WN-23-D-0006); and Steward Machine Co. Inc.,* Birmingham, Alabama (W911WN-23-D-0007), will compete for each order of the $160,000,000 firm-fixed-price contract for metal fabrication, refurbishment and installation. Bids were solicited via the internet with seven received. Work locations and funding will be determined with each order, with an estimated completion date of Nov. 20, 2027. U.S. Army Corps of Engineers, Pittsburgh, Pennsylvania, is the contracting activity. ",ARMY,"Nov. 21, 2022"
art_3225002_para_2,"Escal Institute of Advanced Technologies Inc., North Bethesda, Maryland, was awarded a $9,824,000 modification (P00007) to contract W911S0-19-D-0009 for cybersecurity training and certifications. Bids were solicited via the internet with four received. Work locations and funding will be determined with each order, with an estimated completion date of Feb. 23, 2024. U.S. Army Field Directorate Office, Fort Gordon, Georgia, is the contracting activity. ",ARMY,"Nov. 21, 2022"
art_3225002_para_3,"MAGA Mechanical Contractors Inc.,* Prince Frederick, Maryland, was awarded an $8,000,000 firm-fixed-price contract for engineering and construction services for the repair or upgrade of mechanical equipment and infrastructure related to a complex water treatment facility. Bids were solicited via the internet with two received. Work locations and funding will be determined with each order, with an estimated completion date of Nov. 20, 2027. U.S. Army Corps of Engineers, Baltimore, Maryland, is the contracting activity (W912DR-23-D-0002).",ARMY,"Nov. 21, 2022"
art_3225002_para_4,"Northrop Grumman Systems Corp., Linthicum Heights, Maryland, has been awarded a $99,365,970 firm-fixed-price modification (P00076) to previously awarded contract FA8615-17-C-6047 for Active Electronically Scanned Array radars of Air Force F-16 aircraft. This modification is for the exercise of options including 42 production radars, one initial spare kit, and two readiness spare kits. Work will be performed in Linthicum Heights, Maryland, and is expected to be completed by July 31, 2025. The total cumulative face value of the contract is $1,346,043,651.  Fiscal 2023 aircraft procurement funds in the amount of $99,365,970 are being obligated at the time of award. The Air Force Life Cycle Management Center, Wright-Patterson Air Force Base, Ohio, is the contracting activity. (Awarded Nov. 18, 2022)",AIR FORCE,"Nov. 21, 2022"
art_3225002_para_5,"Matrix Research Inc., Dayton, Ohio, has been awarded a $12,327,270 cost-plus-fixed-fee contract for research and development of Multi-Spectral Sensing Technologies Research and Development 3-in-1 effort. This contract is to assist in the performance of development, integration, experimentation, and validation capabilities of sensors for enhanced lethality. Work will be performed at Dayton and Wright-Patterson Air Force Base, Ohio, and is expected to be completed by Feb. 22, 2027. The award is the result of the Multi-Spectral Sensing Technologies Research and Development broad agency announcement. Fiscal 2022 research and development funds in the amount of $360,000 are being obligated at time of award. The Air Force Research Laboratory, Wright-Patterson Air Force Base, Ohio, is the contracting activity (FA8650-23-C-1067).",AIR FORCE,"Nov. 21, 2022"
art_3225002_para_6,"J P Industries Inc., Tucson, Arizona, has been awarded a ceiling $9,800,000 firm-fixed-price, indefinite-delivery/indefinite-quantity contract with a five-year ordering period for custodial services. This contract provides facility and restroom cleaning services for Davis-Monthan Air Force Base. Work will be performed at Davis-Monthan AFB, Arizona, and is expected to be completed from Dec. 1, 2022, through Nov. 30, 2027. This award is the result of a sole source acquisition within the AbilityOne Program. Fiscal 2023 operations and maintenance funds in the amount of $11,449 are being obligated at the time of award. The 355th Contracting Squadron, Davis-Monthan AFB, Arizona, is the contracting activity (FA487723D0001).",AIR FORCE,"Nov. 21, 2022"
art_3225002_para_7,"Advanced Technology Systems Company, Inc., McLean, Virginia, has been awarded a $8,625,783 firm-fixed-price modification (P00009) to previously awarded contract FA8730-21-C-0015 for the Egypt Mobile Surveillance Sensor Security System Follow-on Support case expansion project. This contract provides for the acquisition of mission-critical spares, an additional training course, and continued repair and return activities to support continued Contractor Logistics Support. The modification brings the total cumulative face value of the contract to $11,597,026 from $3,978,661. Work will be performed in Cairo, Egypt, and is expected to be completed Dec. 31, 2023. This contract involves foreign military sales to Egypt. FMS funds in the amount of $7,618,365.02 are being obligated at time of award. Air Force Life Cycle Management Center, Hanscom Air Force Base, Massachusetts is the contracting activity.",AIR FORCE,"Nov. 21, 2022"
art_3225002_para_8,"Willow Environmental Inc., Coraopolis, Pennsylvania, has been awarded a maximum $30,017,208 indefinite-delivery/indefinite-quantity contract for hazardous waste removal and disposal. This was a competitive acquisition with four responses received. This is a 30-month base contract with one 30-month option period. Locations of performance are Virginia and North Carolina, with a May 21, 2025, performance completion date. Using customers are Navy, Coast Guard, Fleet Industrial Supply Center, Air National Guard, and Army Transportation Center. Type of appropriation is fiscal 2023 through 2025 working capital funds. The contracting activity is the Defense Logistics Agency Disposition Services, Battle Creek, Michigan (SP4500-23-D-0002).",DEFENSE LOGISTICS AGENCY,"Nov. 21, 2022"
art_3225002_para_9,"UPDATE: Avfuel Corp., Ann Arbor, Michigan (SPE607-23-D-0006, $12,129,647), has been added as an awardee to the multiple award contract for fuel support at St. George Municipal Airport, Utah, issued against solicitation SPE607-22-R-0200 and awarded May 4, 2022. ",DEFENSE LOGISTICS AGENCY,"Nov. 21, 2022"
art_3225002_para_10,"Federal Strategies LLC,* Fredericksburg, Virginia, is awarded a $15,500,000 indefinite-delivery/indefinite-quantity contract for Range Managers Toolkit (RMTK) support services. This contract provides for software maintenance, database development, engineering support, integration services, functionality and range safety parameter updates within the multi-service RMTK suite of tools. It provides RMTK integration services and functionality updates within the Marine Corps Range and Training Area Management Systems. It also provides integration of the Explosive Training Range Tool, Surface Danger Zone, and Weapons Danger Zone into a mobile environment. Work will be performed in Fredericksburg, Virginia, and is expected to be completed by April 11, 2027. The maximum dollar value is $15,500,000. No funds are obligated at time of award. Funds will be obligated on individual task orders as they are issued. This contract was a competitive acquisition issued via the System for Award Management website to all qualified offerors and one offer was received. The Marine Corps Systems Command, Quantico, Virginia, is the contracting activity (M67854-23-D-7900). ",NAVY,"Nov. 21, 2022"
art_3225002_para_11,"Lockheed Martin, Rotary and Missions Systems, Liverpool, New York, was awarded a $13,961,922 cost-plus-fixed-fee modification to previously awarded contract N00024-18-C-5300 to exercise an option for AN/SLQ-32(V)6 design agent support. Work will be performed in Syracuse, New York, and is expected to be completed by September 2023. Fiscal 2023 research, development, test and evaluation (Navy) funds in the amount of $787,308 (47%); fiscal 2023 other procurement (Navy) funds in the amount of $699,924 (41%); and fiscal 2023 operations and maintenance (Navy) funds in the amount of $207,240 (12%) were obligated at time of award, and funds in the amount of $207,240 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., was the contracting activity. (Awarded Nov. 18, 2022)",NAVY,"Nov. 21, 2022"
art_3225002_para_12,"Loughmiller Machine, Tool & Design,* Loogootee, Indiana, is awarded a $10,366,400 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for manufacturing and testing of AN/SPS-48 antenna system arrays in support of AN/SPS-48E antenna and pedestal radar restoration repair. This contract does not include options. Work will be performed in Loogootee, Indiana, and is expected to be completed by November 2027. Fiscal 2023 other procurement, (Navy) funds in the amount of $141,360 will be obligated at time of award, of which none will expire at the end of the current fiscal year. This contract was competitively solicited via the System for Award Management website, with two offers received. The Naval Surface Warfare Center, Crane Division, Crane, Indiana is the contracting activity (N0016423DWP83).",NAVY,"Nov. 21, 2022"
art_3225002_para_13,"
*Small business",NAVY,"Nov. 21, 2022"
art_3223595_para_1,"PD Power Systems LLC, Springfield, Virginia, was awarded a $482,000,000 maximum indefinite-delivery/indefinite-quantity contract for 72-kilowatt ground power units. This contract provides for testing and production of 72-kilowatt ground power units, along with associated data deliverables including, test reports, provisioning, and technical manuals. Work will be performed in Springfield, Virginia, and is expected to be completed by Nov. 17, 2032. This award is the result of a competitive acquisition, and eight offers were received. Fiscal 2023 procurement funds in the amount of $5,878,740 are being obligated at the time of award. The Air Force Life Cycle Management Center, Robins Air Force Base, Georgia, is the contracting activity (FA8532-23-D-0002).",AIR FORCE,"Nov. 18, 2022"
art_3223595_para_2,"Aviation Ground Equipment Corp., Melville, New York, has been awarded a $482,000,000 maximum indefinite-delivery/indefinite-quantity contract for 72-kilowatt ground power units, 144-kilowatt ground power units, and 144-kilowatt Universal Load Banks. This contract provides for testing and production of 72- kilowatt ground power units, 144 kilowatt ground power units, and 144 kilowatt Universal Load Banks, along with associated data deliverables including test reports, provisioning, and technical manuals. Work will be performed at Melville, New York, and is expected to be completed by Nov. 17, 2032.  This contract was a competitive acquisition, and eight offers were received. Fiscal 2023 procurement funds in the amount of $22,049,400 are being obligated at the time of award. The Air Force Life Cycle Management Center, Robins Air Force Base, Georgia, is the contracting activity (FA8532-23-D-0001).",AIR FORCE,"Nov. 18, 2022"
art_3223595_para_3,"Booz Allen Hamilton, McLean, Virginia, has been awarded a $14,705,256 cost-plus-fixed-fee contract for research and development. This contract provides for research and development on the application of advanced data processing, artificial intelligence, and machine learning to aid platform cognitive capability and next sortie reprogramming. Work will be performed at Wright-Patterson Air Force Base, Ohio, and is expected to be completed by Feb. 18, 2026. This contract was a competitive acquisition, and six offers were received. Fiscal 2022 research and development funds in the amount of $1,500,000; and fiscal 2023 research and development funds in the amount of $50,000 are being obligated at time of award. The Air Force Research Laboratory, Wright-Patterson Air Force Base, Ohio, is the contracting activity (FA8650-23-C-1054).",AIR FORCE,"Nov. 18, 2022"
art_3223595_para_4,"Raytheon Co. Missile Systems Division, Tucson, Arizona, was awarded a $9,491,491 modification (P00019) to previously awarded contract FA8675-19-C-0004 for fiscal 2023 High-Speed Anti-Radiation Missile Targeting System contractor logistics support services. The total cumulative face value of the contract is $92,270,682. Work will be performed in Tucson, Arizona, and is expected to be completed by May 31, 2023.  Fiscal 2023 operations and maintenance funds in the amount of $9,491,491 are being obligated at the time of award. The Air Force Life Cycle Management Center, Robins Air Force Base, Georgia, is the contracting activity. ",AIR FORCE,"Nov. 18, 2022"
art_3223595_para_5,"GE-Aviation, Cincinnati, Ohio, has been awarded an $8,976,280 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for the F110 engine test cell adapter kit. This contract provides for the F110-GE-129 engine test cell support equipment and installation of the support equipment. Work will be performed in Cincinnati, Ohio, and is expected to be completed by Aug. 29, 2025. This contract involves Foreign Military Sales (FMS) to Taiwan. This award is the result of a sole-source acquisition. Fiscal 2023 and FMS funds in the amount of $8,976,280 are being obligated at time of award. Air Force Life Cycle Management Center, Tinker Air Force Base, Oklahoma, is the contracting activity (FA8124-23-D-0003).",AIR FORCE,"Nov. 18, 2022"
art_3223595_para_6,"Raytheon Missile and Defense, Tucson, Arizona, is awarded an $113,938,855 modification (P00008) to a previously awarded, fixed-price incentive (firm target) contract (N0001921C0723). This modification provides for the production and delivery of additional AIM-9X production Lot 22 requirements to include: 145 AIM-9X Block II all up round tactical missiles (104 for the Army; 41 for the Navy); one Block II Captive Air Training Missile for the Air Force; 14 Block II special air training missiles (11 for the Army; 3 for the Air Force); eight Block II captive test missiles (5 for the Army; 3 for the Air Force); 42 all up round containers (31 for the Army; 9 for the Air Force; and 2 for Foreign Military Sales (FMS)); four spare advanced optical target detectors for the Navy; two spare advanced optical target detector containers for the Navy; 11 spare Block II guidance units (live battery) (7 for FMS; 4 for the Navy); nine spare Block II+ guidance units (live battery) for FMS; 13 guidance unit containers for FMS; 55 spare Block II Captive Air Training Missile guidance units (inert battery) (32 for the Navy; 15 for the Air Force; 8 for FMS); one tail cap for FMS; 13 Block II tactical sectionalization kits (10 for the Navy; 3 for FMS); one Block II+ tactical sectionalization kit for FMS; 30 Block II Captive Air Training Missile sectionalization kits (27 for the Navy; 3 for FMS); three spare Block II electrical units for the Navy; one multi-purpose training missile for the Navy; three support equipment for FMS; 10 general purpose controllers for FMS; three other lot spare assets (1 for the Navy; 1 for the Air Force; 1 for FMS); and non-recurring engineering associated with Systems Improvement Program III transition to production activities. Work will be performed in Tucson, Arizona (21.64%); North Logan, Utah (28.09%); Linthicum Heights, Maryland (18.88%); Minneapolis, Minnesota (11.46%); Murrieta, California (8.42%); Saint Albans, Vermont (7.75%); Ann Arbor, Michigan (1.44%); Warrington, Pennsylvania (1.22%); and various locations within the continental U.S. (1.10%), and is expected to be completed in November 2025. Fiscal 2022 research, development, test and evaluation (Army) funds in the amount of $55,534,418; fiscal 2022 weapons procurement (Navy) funds in the amount of $30,299,446; fiscal 2022 research, development, test and evaluation (Navy) funds in the amount of $926,999; fiscal 2022 missile procurement (Air Force) funds in the amount of $12,799,324; fiscal 2022 research, development, test and evaluation (Air Force) funds in the amount of $2,688,518; and FMS customer funds in the amount of $11,690,150 will be obligated at the time of award; $59,149,935 of which will expire at the end of the current fiscal year. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity.",NAVY,"Nov. 18, 2022"
art_3223595_para_7,"Adams Communication and Engineering Technology Inc.,* Reston, Virginia, is awarded a $37,470,104 firm-fixed-price, cost-plus-fixed-fee, cost-reimbursement indefinite-delivery/indefinite-quantity contract.  This contract provides for non-recurring and recurring efforts required to fabricate, assemble, and support prototyping, system integration, and installation of depot modifications associated with engineering changes to H-53 aircraft for the Navy, Marine Corps and Foreign Military Sales customers. Work will be performed in New River, North Carolina (40%); Miramar, California (35%); Patuxent River, Maryland (5%); Norfolk, Virginia (5%); McGuire, New Jersey (5%); Yuma, Arizona (3%); Okinawa, Japan (3%); Pohang, Korea (2%); and Manama, Bahrain (2%), and is expected to be completed in November 2027. No funds will be obligated at the time of award; funds will be obligated on individual orders as they are issued. This contract was competitively procured via an electronic request for proposal; four offers were received. The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity (N0001923D0009).",NAVY,"Nov. 18, 2022"
